1,/india/bihar-top-cop-seeks-gets-vrs-ahead-of-polls/cid/1792838
1,/india/panchayat-official-shot-in-kashmir-valley/cid/1792877
1,/india/face-of-anti-caa-movement-named-among-top-100-influential-people-of-2020-by-time-magazine/cid/1792923
1,/india/punjab-farmers-begin-rail-roko-agitation-over-agri-bills/cid/1792916
1,/india/12th-compartment-exams-results-by-oct-10-cbse-informs-sc/cid/1792915
1,/india/umar-khalid-sent-to-judicial-custody-till-oct-22-in-uapa-case/cid/1792914
1,/india/labour-regime-tilts-to-employer/cid/1792896
1,/india/kahmiri-teen-who-helped-army-dies-in-fight-with-army/cid/1792893
1,/india/centres-telling-tv-chronology/cid/1792885
1,/india/panchayat-official-shot-in-kashmir-valley/cid/1792877
1,/india/cag-accuses-railways-of-window-dressing/cid/1792874
1,/india/law-for-blanket-exemption-from-workers-rights/cid/1792840
2,/india/bihar-top-cop-seeks-gets-vrs-ahead-of-polls/cid/1792838
2,/india/panchayat-official-shot-in-kashmir-valley/cid/1792877
2,/india/coronavirus-outbreak-grassroots-covid-drive/cid/1792847
2,/india/focus-on-micro-containment-to-fight-covid-only-60-districts-cause-of-concern-pm-to-states-with-highest-covid-cases/cid/1792827
2,/india/covid-union-minister-suresh-angadi-dead/cid/1792825
2,/india/rajya-sabha-passes-15-bills-in-two-days-with-opposition-absent/cid/1792824
2,/india/ncb-summons-deepika-padukone-shraddha-kapoor-and-sara-ali-khan-in-drugs-case/cid/1792815
2,/india/sc-asks-centre-to-clarify-modalities-of-air-ticket-refund/cid/1792814
2,/india/elders-pass-three-key-labour-bills-amid-opposition-boycott/cid/1792813
2,/india/streets-of-mumbai-bear-the-brunt-of-rain-god/cid/1792809
2,/india/rain-disrupts-rail-road-traffic-in-mumbai-more-showers-on-the-cards/cid/1792806
2,/india/mobile-app-for-vaishno-devi-devotees/cid/1792805
3,/india/bihar-top-cop-seeks-gets-vrs-ahead-of-polls/cid/1792838
3,/india/panchayat-official-shot-in-kashmir-valley/cid/1792877
3,/india/india-china-clash-quiet-burial-whiff-on-ladakh-status-quo/cid/1792786
3,/india/farm-bills-2020-how-to-add-hot-tea-to-injury/cid/1792783
3,/india/coronavirus-outbreak-lockdown-is-making-us-work-in-mysterious-ways/cid/1792779
3,/india/never-seen-chair-behave-like-this-ncp-chief-sharad-pawar/cid/1792777
3,/india/coronavirus-outbreak-supreme-court-asks-cbse-ugc-to-ensure-admissions/cid/1792764
3,/india/modi-has-lit-farm-fire-congress/cid/1792762
3,/india/opposition-away-7-bills-rushed-through-rajya-sabha-in-3-hours/cid/1792768
3,/india/bjp-leader-suicide-linked-to-poverty/cid/1792769
3,/india/coronavirus-outbreak-covid-cases-dip-but-dont-let-your-guard-down/cid/1792771
3,/india/coronavirus-outbreak-sikkim-cm-house-becomes-covid-unit/cid/1792773
4,/india/bihar-top-cop-seeks-gets-vrs-ahead-of-polls/cid/1792838
4,/india/panchayat-official-shot-in-kashmir-valley/cid/1792877
4,/india/have-rs-15-lakh-hop-onto-bus-from-delhi-to-london/cid/1792756
4,/india/supreme-court-of-india-gives-week-to-madhya-pradesh-assembly-speaker-to-speak/cid/1792751
4,/india/girls-tackle-child-marriage-on-football-pitch-in-rajasthan/cid/1792749
